GrPetYear,pe,shr,rvn,opInm,eps,tAssts,tEqu,bvps,ROtA,5meanROtA,cur,old
IONS,-18.39,2.81,16.61,25.91,14.77,12.95,4.72,4.59,-10.66,3.89,USD,2013
IOR,10.63,0.0,-100.0,-3.99,-3.78,1.99,3.63,3.63,3.51,6.63,USD,2013
IOSP,19.0,0.37,10.21,8.4,5.59,8.11,10.92,10.88,11.08,8.6,USD,2013
IOT,-58.65,3.37,75.92,4.29,0.0,36.84,0.0,0.0,-20.81,-24.34,USD,2020
IOTC,-0.0,75.8,25.62,31.15,-32.15,43.27,14.56,8.28,0.0,-873.77,USD,2010
IOT.MI,44.17,2.52,38.39,32.39,23.84,58.36,58.31,56.87,4.85,5.19,EUR,2018
IOTS,0.0,70.04,28.56,19.87,-21.34,35.27,24.48,14.4,0.0,-32.94,USD,2015
IOU.AX,-2.35,73.56,-100.0,31.61,-23.1,63.93,70.47,40.61,-19.2,-36.55,AUD,2013
IOVA,-3.74,36.37,-100.0,37.54,-0.66,47.68,45.03,33.02,-58.72,-34.29,USD,2013
IOX.OL,-9.62,27.61,-16.6,-21.15,0.0,-9.64,-13.5,-10.58,-1.95,-17.28,USD,2013
IP,6.05,-1.46,-3.47,-1.35,2.28,-3.01,0.53,0.53,7.2,5.63,USD,2013
IP1.AX,0.0,18.79,-100.0,-100.0,-100.0,-0.17,0.5,0.42,0.0,-198.23,AUD,2016
IPA,-3.85,48.81,-100.0,79.7,18.82,130.97,0.0,0.0,-40.36,-36.25,CAD,2013
IPAR,30.97,0.37,7.57,10.56,12.95,7.83,4.72,4.7,11.88,9.08,USD,2013
IPAS,0.0,0.83,-13.04,14.28,-16.06,-19.2,-40.89,-40.55,0.0,0.0,USD,2008
IPATD,0.0,64.82,134.62,38.09,-24.71,24.2,17.16,10.41,0.0,-35.4,CAD,1996
